area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Cuva|Aislyn Cuva|99848.45
last_name_max|Cypriano|Alexia Cypriano|99970.42
last_name_max|Cyrillo|Aaniyah Cyrillo|99954.03
last_name_max|daCamara|Adnet daCamara|99932.67
last_name_max|D’Achille|Agnete D’Achille|99953.86
last_name_max|daConceicao|Abbie daConceicao|99962.87
last_name_max|daCosta|Ahmet daCosta|99987.08
last_name_max|D’Acquisto|Adolfo D’Acquisto|99775.29
last_name_max|daCunha|Abreanna daCunha|99789.28
last_name_max|D’Acunto|Adreian D’Acunto|99969.88
last_name_max|DaDalt|Alaysia DaDalt|99897.32
last_name_max|Dadalto|Alakesander Dadalto|99999.45
last_name_max|D’Adamo|Abramo D’Adamo|99936.42
last_name_max|D’Addario|Alethea D’Addario|99903.20
last_name_max|D’Addio|Aiko D’Addio|99821.86
last_name_max|D’Addona|Alisenah D’Addona|99865.24
last_name_max|daFraga|Alexei daFraga|99879.00
last_name_max|daGama|Adalea daGama|99964.02
last_name_max|D’Agata|Aditya D’Agata|99887.07
last_name_max|daGloria|Adair daGloria|99978.41
last_name_max|D’Agosta|Adriena D’Agosta|99983.08
last_name_max|D'Agostini|Adryanah D'Agostini|99902.87
last_name_max|D'Agostino|Abigail D'Agostino|99993.89
last_name_max|D’Agostino|Adryn D’Agostino|99676.97
last_name_max|Daino|Abram Daino|99970.22
last_name_max|D’Aiuto|Alisin D’Aiuto|99913.26
last_name_max|DalBo|Alo DalBo|99921.61
last_name_max|Dalcin|Alds Dalcin|99994.09
last_name_max|D’Aleo|Alceena D’Aleo|99930.88
last_name_max|D’Alesandro|Adryn D’Alesandro|99917.08
last_name_max|D’Alesio|Adam D’Alesio|99950.96
last_name_max|D’Alessandro|Adreanah D’Alessandro|99775.54
last_name_max|D’Alessio|Aldora D’Alessio|99847.09
last_name_max|DalFior|Aden DalFior|99995.75
last_name_max|D’Alfonso|Ali D’Alfonso|99980.55
last_name_max|D’Alia|Aliciedik D’Alia|99864.03
last_name_max|Dalla|Aislinn Dalla|99869.13
last_name_max|DallaBettaBerta|Alena DallaBettaBerta|99848.40
last_name_max|Dall'armellina|Aidah Dall'armellina|99939.38
last_name_max|Dall'ava|Addam Dall'ava|99969.27
last_name_max|D’Alleva|Adysen D’Alleva|99985.28
last_name_max|D’Aloia|Allisia D’Aloia|99977.25
last_name_max|D’Aloisio|Adia D’Aloisio|99853.37
last_name_max|D’Alonzo|Aloha D’Alonzo|99877.42
last_name_max|DalPiaz|Ahmaad DalPiaz|99882.66
last_name_max|Dal Porto|Ajae Dal Porto|99896.88
last_name_max|Dal Santo|Alisana Dal Santo|99679.15
last_name_max|Dalto|Airamis Dalto|99992.02
last_name_max|D’Alto|Almeda D’Alto|99851.21
last_name_max|Dalton|Adamek Dalton|99914.85
last_name_max|Daltro|Almas Daltro|99853.29
last_name_max|Dalvi|Alaster Dalvi|99908.87
last_name_max|Dalvin|Adelice Dalvin|99848.64
last_name_max|D’Amato|Abbygayle D’Amato|99866.35
last_name_max|D’Ambra|Adalai D’Ambra|99992.36
last_name_max|D’Ambrosia|Alphus D’Ambrosia|99993.43
last_name_max|D’Ambrosi|Alethia D’Ambrosi|99744.65
last_name_max|D’Ambrosio|Alejandrina D’Ambrosio|99780.49
last_name_max|D’Amelio|Alsone D’Amelio|99981.95
last_name_max|Damiani|Albean Damiani|99959.68
last_name_max|Damiano|Alissah Damiano|99434.13
last_name_max|D’Amico|Allisin D’Amico|99932.37
last_name_max|Damone|Affera Damone|99736.47
last_name_max|D’Amore|Abramo D’Amore|99996.96
last_name_max|Dancy|Aleemah Dancy|99988.63
last_name_max|D’Andrea|Acantha D’Andrea|99994.99
last_name_max|Danella|Alphonse Danella|99944.35
last_name_max|Danese|Addala Danese|99847.98
last_name_max|Danesi|Algoma Danesi|99986.20
last_name_max|D’Angelo|Aleksandr D’Angelo|99790.87
last_name_max|Daniel|Alayna Daniel|99861.95
last_name_max|Daniele|Abbigael Daniele|99884.69
last_name_max|Danieli|Aleshanee Danieli|99907.39
last_name_max|D’Aniello|Alam D’Aniello|99923.24
last_name_max|Daniels|Allysyne Daniels|99722.96
last_name_max|D’Annunzio|Agapetus D’Annunzio|99863.31
last_name_max|Dansi|Akelah Dansi|99970.99
last_name_max|Dantas|Alcine Dantas|99866.83
last_name_max|Dante|Agath Dante|99882.20
last_name_max|D’Antona|Abrahim D’Antona|99882.91
last_name_max|D’Antoni|Abilard D’Antoni|99605.59
last_name_max|D’Antonio|Adreah D’Antonio|99548.03
last_name_max|D’Antuono|Aislin D’Antuono|99948.29
last_name_max|Danza|Aisha Danza|99891.32
last_name_max|Danzi|Adrinah Danzi|99865.39
last_name_max|DaPacciani|Aaronn DaPacciani|99875.30
last_name_max|D’Apolito|Allythiah D’Apolito|99874.29
last_name_max|Da Ponte|Adelena Da Ponte|99881.38
last_name_max|Da Pra|Allston Da Pra|99857.56
last_name_max|D’Aprile|Aaron D’Aprile|99866.57
last_name_max|D’Aquila|Abrille D’Aquila|99915.80
last_name_max|D’Aquino|Alfeus D’Aquino|99927.04
last_name_max|D’Arcangelo|Alec D’Arcangelo|99960.07
last_name_max|D’Arco|Alanis D’Arco|99940.73
last_name_max|Dardengo|Adrion Dardengo|99902.36
last_name_max|D’Arezzo|Aamer D’Arezzo|99920.89
last_name_max|D’Arienzo|Alleta D’Arienzo|99948.40
last_name_max|Darin|Almeta Darin|99837.90
last_name_max|Dariva|Allisyn Dariva|99903.76
last_name_max|daRocah|Ahearn daRocah|99892.40
last_name_max|daRocha|Acie daRocha|99946.26
last_name_max|daRosa|Allisuna daRosa|99923.66
last_name_max|Daroz|Abreana Daroz|99957.67
last_name_max|D’Arpino|Albain D’Arpino|99913.09
last_name_max|D’Arrigo|Alisyne D’Arrigo|99977.70
last_name_max|Darroz|Abbe Darroz|99995.69
last_name_max|D’Asaro|Achmad D’Asaro|99956.07
last_name_max|D’Ascanio|Allida D’Ascanio|99963.24
last_name_max|D’Ascenzo|Agnesse D’Ascenzo|99904.15
last_name_max|D’Ascoli|Aileen D’Ascoli|99628.89
last_name_max|daSilva|Abbegale daSilva|99857.38
last_name_max|daSilveira|Agape daSilveira|99994.00
last_name_max|Dato|Almah Dato|99989.87
last_name_max|D’Atri|Allisinah D’Atri|99841.81
last_name_max|D’Attilio|Aherin D’Attilio|99831.70
last_name_max|Dattoli|Allethiah Dattoli|99955.76
last_name_max|Daugherty|Algernon Daugherty|99910.45
last_name_max|D’Auria|Abhay D’Auria|99507.08
last_name_max|D’Avanzo|Agnesse D’Avanzo|99965.27
last_name_max|Davel|Allisena Davel|99999.07
last_name_max|Davenport|Alonzo Davenport|99923.34
last_name_max|D’Aversa|Acquilla D’Aversa|99967.13
last_name_max|Davia|Alcindor Davia|99863.44
last_name_max|Davi|Aiken Davi|99747.70
last_name_max|David|Alissyn David|99996.60
last_name_max|Davide|Absolum Davide|99971.42
last_name_max|Davidson|Aislyn Davidson|99994.76
last_name_max|Davies|Adelicia Davies|99728.18
last_name_max|Davila|Alfeo Davila|99901.42
last_name_max|Davino|Aidia Davino|99836.73
last_name_max|Davis|Aldan Davis|99996.47
last_name_max|Davoli|Althia Davoli|99843.38
last_name_max|Dawson|Abreeana Dawson|99868.99
last_name_max|Day|Aleisha Day|99636.03
last_name_max|Daza|Ajaye Daza|99925.25
last_name_max|D’Azzo|Ahmed D’Azzo|99675.20
last_name_max|deAbreu|Adala deAbreu|99923.57
last_name_max|DeAgnoi|Agamemnon DeAgnoi|99967.38
last_name_max|deAguiar|Ailfrid deAguiar|99897.56
last_name_max|deAlbergaria|Abia deAlbergaria|99954.91
last_name_max|deAlbernas|Alena deAlbernas|99988.20
last_name_max|deAlbernaz|Ajay deAlbernaz|99988.25
last_name_max|deAlmada|Allethya deAlmada|99979.20
last_name_max|deAlmeida|Ajua deAlmeida|99988.70
last_name_max|DeAlmeyda|Alisyna DeAlmeyda|99945.56
last_name_max|deAlvarenga|Abraheem deAlvarenga|99872.58
last_name_max|De Amicis|Albani De Amicis|99940.50
last_name_max|deAmigo|Alcott deAmigo|99879.72
last_name_max|Dean|Akira Dean|99888.21
last_name_max|deAndrade|Adham deAndrade|99996.15
last_name_max|deAndrades|Alsoomse deAndrades|99987.05
last_name_max|De Andrea|Adalea De Andrea|99817.81
last_name_max|DeAngeli|Ahern DeAngeli|99837.72
last_name_max|De Angelis|Alben De Angelis|99998.77
last_name_max|De Angelo|Alexio De Angelo|99980.36
last_name_max|deArajuo|Abhiram deArajuo|99955.39
last_name_max|deAssis|Akari deAssis|99980.79
last_name_max|deAugustinho|Allyn deAugustinho|99738.38
last_name_max|deAvila|Agatha deAvila|99812.64
last_name_max|deAyrosa|Alexandrite deAyrosa|99994.86
last_name_max|deAzebedo|Allatheah deAzebedo|99842.78
last_name_max|deAzeredo|Allissa deAzeredo|99741.46
last_name_max|deAzevedo|Alasdair deAzevedo|99984.95
last_name_max|De Bacco|Abdulaziz De Bacco|99834.93
last_name_max|deBarcellos|Alaina deBarcellos|99914.44
last_name_max|De Bari|Aderes De Bari|99923.19
last_name_max|deBarros|Adna deBarros|99839.07
last_name_max|De Bartolo|Abegayle De Bartolo|99990.21
last_name_max|De Bella|Ada De Bella|99982.43
last_name_max|De Bellis|Aari De Bellis|99834.65
last_name_max|De Bello|Abrahamo De Bello|99997.57
last_name_max|deBem|Agamemnon deBem|99814.48
last_name_max|De Benedetti|Alizee De Benedetti|99959.14
last_name_max|De Benedetto|Adryn De Benedetto|99963.15
last_name_max|De Benedictis|Alekanekelo De Benedictis|99991.22
last_name_max|De Berardinis|Abbiegayle De Berardinis|99965.86
last_name_max|De Bernardi|Alivia De Bernardi|99987.18
last_name_max|De Bernardo|Aj De Bernardo|99941.16
last_name_max|De Biase|Afrodita De Biase|99801.75
last_name_max|DeBiase|Aleksander DeBiase|99978.59
last_name_max|DeBiasi|Albion DeBiasi|99898.99
last_name_max|De Blase|Adonis De Blase|99995.24
last_name_max|De Blasi|Aleyn De Blasi|99951.53
last_name_max|De Blasio|Abrahim De Blasio|99854.22
last_name_max|Debona|Ackley Debona|99965.09
last_name_max|De Bona|Aleanah De Bona|99953.65
last_name_max|De Bonis|Adolfina De Bonis|99937.25
last_name_max|De Bono|Alison De Bono|99968.10
last_name_max|deBrito|Abrille deBrito|99965.27
last_name_max|deCandia|Abeera deCandia|99947.16
last_name_max|De Candia|Alissa De Candia|99834.22
last_name_max|De Canio|Adger De Canio|99903.10
last_name_max|De Caprio|Adolf De Caprio|99921.83
last_name_max|De Capua|Althea De Capua|99911.25
last_name_max|De Carli|Agar De Carli|99774.42
last_name_max|De Carlo|Aamina De Carlo|99895.99
last_name_max|De Caro|Allaster De Caro|99972.15
last_name_max|De Carolis|Adny De Carolis|99988.55
last_name_max|deCarvalho|Akosua deCarvalho|99942.09
last_name_max|deCastro|Alitsha deCastro|99779.91
last_name_max|De Cecco|Agripina De Cecco|99914.73
last_name_max|De Cesare|Aliye De Cesare|99738.74
last_name_max|deChaves|Alcindor deChaves|99997.31
last_name_max|De Chellis|Airamis De Chellis|99771.47
last_name_max|De Cicco|Ai De Cicco|99837.22
last_name_max|Decker|Addler Decker|99806.46
last_name_max|De Cola|Abrahm De Cola|99902.93
last_name_max|DeConto|Abrahsa DeConto|99870.22
last_name_max|De Cosmo|Alisyna De Cosmo|99995.79
last_name_max|De Crescenzo|Alik De Crescenzo|99915.75
last_name_max|De Cristofaro|Aliscia De Cristofaro|99973.94
last_name_max|De Cristoforo|Aedan De Cristoforo|99928.60
last_name_max|deDeus|Alder deDeus|99955.04
last_name_max|De Domenico|Alitheah De Domenico|99973.03
last_name_max|De Dominicis|Acantha De Dominicis|99951.74
last_name_max|De Donato|Addyson De Donato|99892.05
last_name_max|De Fabio|Agethe De Fabio|99640.95
last_name_max|De Falco|Akecheta De Falco|99922.32
last_name_max|deFaria|Alcandor deFaria|99952.14
last_name_max|deFarias|Allyn deFarias|99880.78
last_name_max|De Fazio|Aliezah De Fazio|99931.59
last_name_max|De Feo|Adryana De Feo|99982.86
last_name_max|deFigueiredo|Althia deFigueiredo|99746.91
last_name_max|De Filippis|Adriann De Filippis|99728.75
last_name_max|De Filippo|Aludra De Filippo|99751.21
last_name_max|De Fina|Almah De Fina|99943.67
last_name_max|De Fino|Adred De Fino|99999.63
last_name_max|De Fiore|Agace De Fiore|99877.31
last_name_max|De Florio|Aksel De Florio|99923.39
last_name_max|De Francesco|Alder De Francesco|99779.67
last_name_max|De Francisco|Aigneis De Francisco|99912.34
last_name_max|De Franco|Abreanna De Franco|99919.33
last_name_max|deFreitas|Aaren deFreitas|99839.45
last_name_max|De Fronzo|Alphus De Fronzo|99944.67
last_name_max|De Furia|Aleck De Furia|99938.14
last_name_max|De Gaetano|Ajee De Gaetano|99997.28
last_name_max|Degan|Adelae Degan|99845.87
last_name_max|De Gennaro|Aleksey De Gennaro|99930.10
last_name_max|De Giacomo|Aaliyah De Giacomo|99964.11
last_name_max|D’Egidio|Abbigael D’Egidio|99949.04
last_name_max|De Giorgio|Alisson De Giorgio|99953.25
last_name_max|De Girolamo|Allisa De Girolamo|99906.54
last_name_max|deGodoy|Adah deGodoy|99948.26
last_name_max|deGois|Aase deGois|99806.30
last_name_max|deGouvea|Adley deGouvea|99961.75
last_name_max|De Grado|Ainslie De Grado|99648.79
last_name_max|De Grande|Adah De Grande|99962.02
last_name_max|De Gregorio|Alisia De Gregorio|99841.84
last_name_max|deJesus|Aissah deJesus|99986.49
last_name_max|DeKardin|Acacio DeKardin|99928.81
last_name_max|Dekker|Adrionn Dekker|99984.43
last_name_max|Delacruz|Abegail Delacruz|99912.54
last_name_max|Delai|Alizah Delai|99949.34
last_name_max|Delaparte|Aldous Delaparte|99942.60
last_name_max|Delarmelina|Aleida Delarmelina|99828.36
last_name_max|De Laura|Aakash De Laura|99982.19
last_name_max|De Laurentis|Agnus De Laurentis|99851.44
last_name_max|De Lauro|Adella De Lauro|99997.15
last_name_max|Delazare|Aislin Delazare|99617.01
last_name_max|Del Bene|Abel Del Bene|99857.77
last_name_max|Del Bianco|Acacio Del Bianco|99917.23
last_name_max|Del Buono|Adrian Del Buono|99984.49
last_name_max|Del Carlo|Adamec Del Carlo|99714.78
last_name_max|Del Conte|Achuta Del Conte|99945.92
last_name_max|Del Core|Aleks Del Core|99964.98
last_name_max|Del Duca|Ahmaad Del Duca|99644.87
last_name_max|De Lellis|Allethia De Lellis|99954.71
last_name_max|De Lello|Abraham De Lello|99976.30
last_name_max|deLemos|Akaho deLemos|99968.12
last_name_max|Deleon|Akta Deleon|99845.87
last_name_max|De Leonardis|Alceena De Leonardis|99659.38
last_name_max|Delfino|Alisha Delfino|99964.22
last_name_max|Delgado|Allisia Delgado|99900.71
last_name_max|Del Gatto|Adella Del Gatto|99927.05
last_name_max|Del Gaudio|Afton Del Gaudio|99769.71
last_name_max|Del Giorno|Allanah Del Giorno|99835.36
last_name_max|Del Giudice|Abraheem Del Giudice|99994.50
last_name_max|Del Grande|Allisena Del Grande|99905.51
last_name_max|Del Greco|Abri Del Greco|99890.78
last_name_max|Del Grosso|Aamir Del Grosso|99763.74
last_name_max|Del Guercio|Agatho Del Guercio|99895.67
last_name_max|D’Elia|Aleenah D’Elia|99959.34
last_name_max|De Lillo|Albertine De Lillo|99927.15
last_name_max|deLima|Abiona deLima|99987.09
last_name_max|Delisa|Aba Delisa|99860.78
last_name_max|Delise|Adala Delise|99978.95
last_name_max|De Lisi|Alick De Lisi|99942.35
last_name_max|De Lisio|Alcander De Lisio|99888.22
last_name_max|Deliso|Agathie Deliso|99818.46
last_name_max|DellaColetta|Alta DellaColetta|99860.49
last_name_max|Della Croce|Aegeon Della Croce|99993.40
last_name_max|DellaLibera|Ajax DellaLibera|99984.09
last_name_max|Dell’Anno|Adrianne Dell’Anno|99804.09
last_name_max|Dell'Antonia|Alishah Dell'Antonia|99913.60
last_name_max|Dellaparte|Adahy Dellaparte|99810.06
last_name_max|Della Penna|Adna Della Penna|99999.55
last_name_max|Della Porta|Alissa Della Porta|99848.42
last_name_max|Dell’Aquila|Abdul Dell’Aquila|99688.05
last_name_max|Della Rocca|Adoria Della Rocca|99771.14
last_name_max|Della Torre|Adryann Della Torre|99993.40
last_name_max|Della Valle|Aldrick Della Valle|99981.75
last_name_max|Della Vecchia|Agnizika Della Vecchia|99998.53
last_name_max|Delle Donne|Alise Delle Donne|99938.28
last_name_max|Delli|Aishah Delli|99850.32
last_name_max|Delligatti|Alishya Delligatti|99995.90
last_name_max|Delli Santi|Alice Delli Santi|99963.58
last_name_max|Dell’Olio|Addis Dell’Olio|99979.16
last_name_max|Dello Russo|Aiyana Dello Russo|99985.14
last_name_max|Del Mastro|Aleida Del Mastro|99839.36
last_name_max|Del Medico|Adaire Del Medico|99989.17
last_name_max|Del Monaco|Ainslie Del Monaco|99961.42
last_name_max|Del Monico|Alishay Del Monico|99760.35
last_name_max|Del Monte|Adah Del Monte|99991.24
last_name_max|Del Negro|Aissah Del Negro|99968.04
last_name_max|Del Nero|Alona Del Nero|99779.55
last_name_max|De Lorenzo|Adryannah De Lorenzo|99907.11
last_name_max|Del Papa|Alfeus Del Papa|99796.78
last_name_max|Del Ponte|Ahivia Del Ponte|99984.83
last_name_max|Del Pozzo|Alica Del Pozzo|99729.63
last_name_max|Del Prete|Aaran Del Prete|99786.41
last_name_max|Del Priore|Agnessa Del Priore|99949.82
last_name_max|Delpupo|Alford Delpupo|99998.52
last_name_max|DelPuppo|Adooeette DelPuppo|99822.87
last_name_max|Del Re|Addala Del Re|99997.08
last_name_max|Del Rossi|Allirea Del Rossi|99865.92
last_name_max|Del Rosso|Alishia Del Rosso|99815.88
last_name_max|Del Santo|Abrahim Del Santo|99974.72
last_name_max|Del Signore|Alena Del Signore|99691.99
last_name_max|Del Sordo|Alessandra Del Sordo|99918.57
last_name_max|Del Tufo|Abrahan Del Tufo|99987.89
last_name_max|De Luca|Abrielle De Luca|99998.55
last_name_max|De Lucca|Adreanna De Lucca|99967.47
last_name_max|De Lucchi|Adeodatus De Lucchi|99981.34
last_name_max|De Lucia|Abrien De Lucia|99722.00
last_name_max|De Luise|Aidah De Luise|99938.41
last_name_max|Del Vecchio|Alcott Del Vecchio|99981.20
last_name_max|De Maggio|Alaric De Maggio|99784.45
last_name_max|De Maio|Akiyo De Maio|99949.18
last_name_max|De Marchi|Adelae De Marchi|99966.42
last_name_max|deMarchi|Ajae deMarchi|99781.68
last_name_max|De Marco|Aimi De Marco|99811.37
last_name_max|De Maria|Alana De Maria|99744.28
last_name_max|De Marinis|Allida De Marinis|99956.10
last_name_max|De Mario|Adelena De Mario|99627.41
last_name_max|deMartin|Alesandra deMartin|99988.41
last_name_max|De Martini|Agnete De Martini|99945.98
last_name_max|De Martinis|Agase De Martinis|99987.24
last_name_max|De Martino|Adan De Martino|99964.78
last_name_max|deMartins|Adie deMartins|99946.19
last_name_max|De Marzo|Alease De Marzo|99831.52
last_name_max|De Masi|Adahy De Masi|99997.61
last_name_max|deMatos|Alona deMatos|99979.65
last_name_max|De Mattei|Althyah De Mattei|99866.48
last_name_max|De Matteis|Abelard De Matteis|99933.05
last_name_max|De Matteo|Allisia De Matteo|99957.01
last_name_max|De Mattia|Alia De Mattia|99977.10
last_name_max|deMattos|Aliye deMattos|99992.02
last_name_max|De Mello|Adron De Mello|99962.25
last_name_max|deMello|Alaina deMello|99940.76
last_name_max|deMelo|Abnor deMelo|99928.81
last_name_max|De Meo|Albie De Meo|99948.12
last_name_max|De Michele|Abreal De Michele|99967.54
last_name_max|D’Emilio|Aamina D’Emilio|99940.65
last_name_max|deMiranda|Algon deMiranda|99910.43
last_name_max|Demma|Abbey Demma|99897.11
last_name_max|Demoni|Alo Demoni|99988.27
last_name_max|Demonte|Abigail Demonte|99974.81
last_name_max|deMoraes|Allisinah deMoraes|99839.41
last_name_max|deMorais|Aiden deMorais|99994.47
last_name_max|DeMori|Aldair DeMori|99937.49
last_name_max|deMoura|Abdryann deMoura|99849.91
last_name_max|De Muro|Alethea De Muro|99916.87
last_name_max|Dena|Agafia Dena|99902.41
last_name_max|deNadai|Adao deNadai|99703.70
last_name_max|De Napoli|Alcindor De Napoli|99918.07
last_name_max|DeNardi|Aldora DeNardi|99940.32
last_name_max|De Nardis|Adler De Nardis|99839.04
last_name_max|De Nardo|Agafa De Nardo|99621.49
last_name_max|De Natale|Allyce De Natale|99923.85
last_name_max|Deni|Adara Deni|99894.21
last_name_max|De Nigris|Admon De Nigris|99921.93
last_name_max|De Ninno|Aaron De Ninno|99923.16
last_name_max|Denisco|Abhaya Denisco|99994.95
last_name_max|Dennis|Addam Dennis|99915.58
last_name_max|De Noia|Allisena De Noia|99990.84
last_name_max|Dente|Albie Dente|99865.01
last_name_max|Dentice|Adin Dentice|99911.71
last_name_max|Dentino|Ainsworth Dentino|99862.88
last_name_max|De Nucci|Alejandra De Nucci|99973.82
last_name_max|De Nunzio|Adea De Nunzio|99970.65
last_name_max|Deo|Adrianne Deo|99962.01
last_name_max|deOliveira|AlAshab deOliveira|99814.47
last_name_max|deOliveria|Alesandro deOliveria|99894.46
last_name_max|deOliviera|Alistaire deOliviera|99954.14
last_name_max|DeOsti|Albertina DeOsti|99973.60
last_name_max|Depace|Ajae Depace|99988.72
last_name_max|dePaiva|Aditya dePaiva|99634.16
last_name_max|De Palma|Abelhard De Palma|99854.50
last_name_max|dePalma|Abrien dePalma|99972.16
last_name_max|De Palo|Alo De Palo|99974.34
last_name_max|De Paola|Allston De Paola|99880.10
last_name_max|DePaoli|Adisen DePaoli|99890.53
last_name_max|De Paoli|Alson De Paoli|99989.67
last_name_max|De Paolis|Addai De Paolis|99894.38
last_name_max|De Paolo|Abbrienna De Paolo|99809.40
last_name_max|De Pascale|Alisyna De Pascale|99896.37
last_name_max|De Pasquale|Allidia De Pasquale|99946.77
last_name_max|De Paula|Abra De Paula|99994.44
last_name_max|dePaula|Ackley dePaula|99996.01
last_name_max|De Paulis|Adell De Paulis|99992.19
last_name_max|De Petris|Aleida De Petris|99988.39
last_name_max|De Petro|Aleda De Petro|99969.04
last_name_max|De Piano|Abbott De Piano|99977.71
last_name_max|De Piero|Adriean De Piero|99755.88
last_name_max|dePierro|Abryanna dePierro|99612.15
last_name_max|De Pierro|Ai De Pierro|99714.95
last_name_max|De Pietro|Adrina De Pietro|99895.38
last_name_max|De Pinto|Adia De Pinto|99896.47
last_name_max|DePoli|Alena DePoli|99976.25
last_name_max|De Polo|Ainslee De Polo|99925.37
last_name_max|De Ponte|Acton De Ponte|99974.33
last_name_max|De Prima|Alphonsus De Prima|99777.15
last_name_max|De Prospero|Abrielle De Prospero|99273.60
last_name_max|deQueiroz|Agotha deQueiroz|99984.60
last_name_max|Deramo|Aislinn Deramo|99886.35
last_name_max|Derasmo|Alldric Derasmo|99894.30
last_name_max|D’Ercole|Alejanda D’Ercole|99990.60
last_name_max|De Renzo|Alette De Renzo|99810.13
last_name_max|Derico|Aldean Derico|99746.74
last_name_max|De Rienzo|Akira De Rienzo|99906.35
last_name_max|De Riggi|Alleta De Riggi|99744.49
last_name_max|De Rita|Alexis De Rita|99738.00
last_name_max|De Robertis|Alejo De Robertis|99985.62
last_name_max|De Rocco|Althea De Rocco|99972.16
last_name_max|De Rogatis|Alleen De Rogatis|99999.80
last_name_max|De Rose|Allisa De Rose|99993.93
last_name_max|D’Errico|Aide D’Errico|99901.99
last_name_max|De Rubeis|Aldrych De Rubeis|99974.51
last_name_max|deSa|Aldan deSa|99890.08
last_name_max|De Salvo|Agathi De Salvo|99899.09
last_name_max|De Sanctis|Abbe De Sanctis|99910.54
last_name_max|deSantaRosa|Ailean deSantaRosa|99914.89
last_name_max|De Santi|Abhay De Santi|99886.54
last_name_max|De Santo|Aloys De Santo|99961.30
last_name_max|De Sario|Aldrych De Sario|99965.22
last_name_max|De Sarno|Aba De Sarno|99984.54
last_name_max|De Sarro|Ager De Sarro|99972.55
last_name_max|Deschievane|Alidia Deschievane|99571.91
last_name_max|De Sena|Adamu De Sena|99897.94
last_name_max|De Serio|Adalverto De Serio|99992.60
last_name_max|Desiderio|Africa Desiderio|99987.75
last_name_max|De Simone|Adolphus De Simone|99643.72
last_name_max|Desio|Alldridge Desio|99866.54
last_name_max|deSiqueira|Aliscia deSiqueira|99932.80
last_name_max|De Sisto|Adaly De Sisto|99894.88
last_name_max|De Socio|Adooeette De Socio|99885.05
last_name_max|De Sorbo|Ahmaad De Sorbo|99963.35
last_name_max|deSousa|Albany deSousa|99934.98
last_name_max|deSouza|Abnar deSouza|99995.36
last_name_max|De Spirito|Allana De Spirito|99859.54
last_name_max|D’Esposito|Alton D’Esposito|99935.43
last_name_max|Dessaure|Aileanah Dessaure|99809.02
last_name_max|De Stasio|Alettah De Stasio|99671.73
last_name_max|DeStefani|Acacio DeStefani|99980.16
last_name_max|De Stefanis|Aliki De Stefanis|99761.71
last_name_max|De Stefano|Alisyn De Stefano|99714.06
last_name_max|Destro|Airle Destro|99869.94
last_name_max|De Toro|Addem De Toro|99935.06
last_name_max|D’Ettore|Allastair D’Ettore|99853.59
last_name_max|deVargas|Aksell deVargas|99871.86
last_name_max|deVasconcelos|Addia deVasconcelos|99952.14
last_name_max|DeVecchi|Alick DeVecchi|99663.76
last_name_max|De Vico|Agaue De Vico|99759.14
last_name_max|De Vincentis|Affinity De Vincentis|99800.15
last_name_max|De Vincenzi|Ainsleigh De Vincenzi|99843.32
last_name_max|De Vincenzo|Aherne De Vincenzo|99881.21
last_name_max|De Vita|Althia De Vita|99994.12
last_name_max|De Vitis|Aldren De Vitis|99847.91
last_name_max|De Vito|Adalea De Vito|99934.38
last_name_max|De Vitto|Ahyana De Vitto|99788.83
last_name_max|De Vivo|Abo De Vivo|99882.23
last_name_max|Devoto|Abdulaziz Devoto|99894.08
last_name_max|deZan|Alithea deZan|99929.36
last_name_max|Di Angelo|Addis Di Angelo|99940.87
last_name_max|Di Antonio|Alexander Di Antonio|99781.58
last_name_max|Dias|Alphaeus Dias|99958.98
last_name_max|Diaz|Alandra Diaz|99866.61
last_name_max|diBalliana|Allythea diBalliana|99936.44
last_name_max|Di Bari|Adryann Di Bari|99961.92
last_name_max|diBarrel|Abselon diBarrel|99790.08
last_name_max|Di Bartolo|Aloani Di Bartolo|99921.67
last_name_max|Di Bartolomeo|Agustina Di Bartolomeo|99799.85
last_name_max|Di Battista|Aloysia Di Battista|99943.82
last_name_max|Di Bella|Adrianah Di Bella|99847.32
last_name_max|Di Bello|Adonis Di Bello|99875.26
last_name_max|Di Benedetto|Ainsleigh Di Benedetto|99967.99
last_name_max|Di Berardino|Alaine Di Berardino|99987.13
last_name_max|Di Bernardo|Aloha Di Bernardo|99901.55
last_name_max|Di Biase|Aloisio Di Biase|99802.10
last_name_max|Di Biasi|Allesandra Di Biasi|99901.08
last_name_max|Di Biasio|Alder Di Biasio|99984.22
last_name_max|Di Blasi|Allegra Di Blasi|99978.83
last_name_max|Di Blasio|Adreann Di Blasio|99978.23
last_name_max|Di Bona|Agaue Di Bona|99899.64
last_name_max|diBoscarato|Afrate diBoscarato|99897.12
last_name_max|Di Buono|Agota Di Buono|99994.30
last_name_max|Di Camillo|Akilles Di Camillo|99601.59
last_name_max|Di Caprio|Abbe Di Caprio|99965.21
last_name_max|Di Capua|Adair Di Capua|99975.29
last_name_max|Di Carlo|Albertha Di Carlo|99975.52
last_name_max|Di Cecco|Akuti Di Cecco|99834.36
last_name_max|Di Cello|Adsila Di Cello|99999.21
last_name_max|Di Cenzo|Ahran Di Cenzo|99955.25
last_name_max|Di Cerbo|Alishya Di Cerbo|99593.04
last_name_max|Di Cesare|Alldyn Di Cesare|99980.38
